,X,TE.fixed.x,lower.fixed.x,upper.fixed.x,pval.fixed.x,TE.random.x,lower.random.x,upper.random.x,pval.random.x,I2.x,Tau2.x,H.x,Q.x,symbol.x,TE.fixed.y,lower.fixed.y,upper.fixed.y,pval.fixed.y,TE.random.y,lower.random.y,upper.random.y,pval.random.y,I2.y,Tau2.y,H.y,Q.y,symbol.y
11,ENSG00000119681.10,-0.817618125185293,-0.823582665454674,-0.811653584915912,0,0.020903970826079,-0.305592175592855,0.347400117245013,0.900137996719598,0.99953027867145,0.603267618968189,46.140241118893,46836.2807112109,LTBP2,1.0605315522394,1.02636945019659,1.09583071970808,0.000434835726213699,1.0644304844857,1.01534448715972,1.1158895041346,0.00953810997751096,0.426855670010734,0.00490569246186398,1.32089409842461,38.3847468235654,LTBP2
12,ENSG00000123360.10,-0.654657629559635,-0.661654359247622,-0.647660899871648,0,-1.14319098891626,-1.74368796503668,-0.542694012795829,0.000190520914215828,0.999844139103662,2.09447457556084,80.099796966757,141151.504430545,PDE1B,1.02861879579875,0.993882426454287,1.0645692074918,0.107427316678697,1.02158416259538,0.964368383735719,1.0821945419062,0.46773197898539,0.547247725379304,0.0089094295326674,1.48617406955732,48.5916940305402,PDE1B
13,ENSG00000124205.14,-4.200362862592,-4.23778945600563,-4.16293626917836,0,-3.52175452136339,-4.17342843437844,-2.87008060834834,3.24677827729368e-26,0.994000778929678,2.0872391896346,12.9107825638678,3667.14274105239,EDN3,0.988502715589983,0.97974532381594,0.997338384757976,0.0108662098549995,0.985752825941037,0.97235830614775,0.999331859158396,0.039810180938553,0.450433710682276,0.000404512902498503,1.34893168989536,40.031567488087,EDN3
14,ENSG00000125246.14,-0.614181251487248,-0.616491194976122,-0.611871307998375,0,-0.7475470736704,-0.938176628426842,-0.556917518913959,1.51889995779857e-14,0.999822193035513,0.210734546321136,74.9938441863841,123729.686648736,CLYBL,0.925446512830429,0.88393430966596,0.968908253412695,0.000936731905817101,0.900755958368167,0.821598486352625,0.987539911542052,0.0259384883700845,0.68010121661564,0.0276803124896301,1.76804659335031,68.7717526376676,CLYBL
15,ENSG00000125910.5,-1.09635940255958,-1.10523632948066,-1.0874824756385,0,-0.292157141545666,-0.951291069545207,0.366976786453875,0.384988140207993,0.999788439446769,2.56327706357374,68.7515752066962,103989.140054844,S1PR4,0.912752820682447,0.88668263842468,0.93958951665493,6.63604904370663e-10,0.925242968459734,0.880853819225316,0.971869034338833,0.00195167803072663,0.564693362136537,0.00673122012222086,1.5156619751179,50.5390869020023,S1PR4
16,ENSG00000128709.11,-0.791266856278628,-0.798929326162271,-0.783604386394984,0,0.182786474707798,-0.188619640942991,0.554192590358586,0.334749829390111,0.999145512624413,0.695854623026728,34.2095352872306,25746.430700502,HOXD9,1.03249369930205,1.00586588504646,1.05982641915447,0.0164534669308683,1.02754831912383,0.994493492067205,1.06170181761516,0.103317642086717,0.215401373457848,0.00119379907101002,1.12895395207343,28.0398145698488,HOXD9
17,ENSG00000129467.12,-0.807628895599233,-0.812996044496678,-0.802261746701788,0,-0.779156798246574,-1.31413484107417,-0.244178755418977,0.004309843276487,0.999884684012627,1.65920967474383,93.1226313019855,190780.138133322,ADCY4,0.945776197202171,0.906019395008882,0.987277557325835,0.0109489317815862,0.949023427832415,0.877405577213359,1.02648705452185,0.191229157362465,0.630642266890453,0.0193330754544572,1.64541859859093,59.5628520209568,ADCY4
18,ENSG00000131016.15,-1.24588983956667,-1.25746358404779,-1.23431609508554,0,-1.57015907063124,-2.02142747285684,-1.11889066840564,9.13151437059121e-12,0.99920175639708,1.13810821752225,35.3942143428967,27560.5089969201,AKAP12,1.06069105802861,1.03210440879918,1.0900694842403,2.36932106129882e-05,1.05140252848991,1.00582450389411,1.09904587990764,0.0266361531721508,0.536881803473049,0.00531401901247537,1.46944751013751,47.5040716710852,AKAP12
19,ENSG00000131849.10,-0.569761811214988,-0.571708647797818,-0.567814974632157,0,-0.575422109756599,-0.78058794345564,-0.370256276057558,3.86199735083112e-08,0.999892741052894,0.245893795734377,96.5568824735802,205111.094166369,ZNF132,0.901856247874746,0.860597164984621,0.945093389710678,1.53557384114562e-05,0.875062801280545,0.804967617171116,0.9512617524615,0.00173095951261791,0.591398368109407,0.0196436211334913,1.56440772420466,53.8421736061267,ZNF132
20,ENSG00000133116.7,-1.91549871824093,-1.92372305806137,-1.90727437842049,0,-1.56981113415161,-2.55832347553513,-0.581298792768103,0.00185491816710887,0.999904697211047,5.48862806895256,102.434722431691,230843.191912468,KL,0.943866463508282,0.92172761956014,0.966537057184824,1.83741532451753e-06,0.945054147616924,0.894455501419077,0.998515119545894,0.0441259895624453,0.757435858123831,0.0110546566224631,2.0304238218495,90.6976597193463,KL
21,ENSG00000133937.4,-0.355829506228643,-0.374405846714452,-0.337253165742834,0,1.13843027103195,0.410842568506297,1.8660179735576,0.00216446785284256,0.998050257156375,2.09174652095875,22.6470340216579,11283.5392995188,GSC,1.01259937010184,0.99993203567144,1.02542717680021,0.0512498180086118,1.01315910093789,0.997412697045214,1.02915409725002,0.101880259756803,0.21343432254791,0.000272198298590026,1.12754141902357,27.9696923355011,GSC
22,ENSG00000134917.9,-2.25411049841062,-2.26529650716285,-2.24292448965839,0,-2.11772567313359,-2.95651057361588,-1.27894077265129,7.48155477389324e-07,0.999787796127462,3.99776743640998,68.647282133341,103673.885574479,ADAMTS8,0.969741031511629,0.950940891459417,0.988912851096352,0.00209691181776378,0.96127419807218,0.921769804475909,1.00247163596848,0.06508598789506,0.708321330662523,0.00579162578926696,1.85160210135906,75.4254675186605,ADAMTS8
23,ENSG00000137265.13,-0.75157653783563,-0.767707434188069,-0.735445641483191,0,-0.697281755275047,-1.24863011935912,-0.145933391190974,0.0131848795082911,0.99887606059339,1.67529192194552,29.8283033271098,19574.0089462295,IRF4,0.962839230423616,0.941663001593928,0.984491672789026,0.000845505717848015,0.967573283097705,0.932935579221786,1.00349700345377,0.0763481892965841,0.548378326055489,0.00369652711975431,1.48803316890117,48.7133396585015,IRF4
24,ENSG00000139874.5,-2.24980424582244,-2.26141126920192,-2.23819722244297,0,-2.51672914962685,-3.13262370757812,-1.90083459167558,1.15646470139011e-15,0.999553768329001,2.11417636109902,47.3390790313596,49301.7448778208,SSTR1,0.987667402114861,0.97401281902443,1.00151340736702,0.0806273117731479,0.983513907245426,0.961821346385674,1.00569571405342,0.144056068844086,0.488919414226193,0.00116211641749784,1.39879898355994,43.0460491209829,SSTR1
25,ENSG00000141404.14,-1.23066215614572,-1.23488989486355,-1.22643441742788,0,-0.931667337216571,-1.42409819065087,-0.439236483782276,0.000208733857107201,0.999909020551727,1.39208087391647,104.840323075104,241812.853534827,GNAL,0.990093031160583,0.958094495867112,1.02316025671931,0.552517370564088,0.982601412273872,0.922389293430916,1.04674408330491,0.586438723928971,0.643451338786947,0.012137220133969,1.67471378437407,61.7026577105953,GNAL
26,ENSG00000142611.15,-2.06973734646391,-2.07774225499781,-2.06173243793002,0,-1.6536328375413,-2.17332691050964,-1.13393876457295,4.475313807148e-10,0.999682346984878,1.48990055377488,56.1078347234139,69257.9605816984,PRDM16,0.994432782168408,0.97352406000271,1.0157905683897,0.606608920209526,1.00422248172059,0.965452110801577,1.0445497829569,0.833860144545306,0.628169650930016,0.00471030952726657,1.6399385798265,59.1667680032736,PRDM16
27,ENSG00000144711.12,-0.366508683237024,-0.367999910194103,-0.365017456279945,0,-0.439780138992633,-0.65210052905916,-0.227459748926105,4.91396252792969e-05,0.999938423247307,0.268104087542359,127.435846721291,357277.69065059,IQSEC1,0.954883241067801,0.891890591916587,1.02232494919895,0.184886131150185,0.951627809881545,0.842796108089184,1.07451313532183,0.423623186198081,0.600616546894316,0.0432521986502539,1.58235879837381,55.0849060694019,IQSEC1
28,ENSG00000144724.17,-0.306968424124537,-0.310228843074732,-0.303708005174341,0,-0.228836396568677,-0.553614779914081,0.0959419867767258,0.167286394156347,0.999881146350151,0.587445137643744,91.7262710622544,185101.593665696,PTPRG,1.00221683990507,0.95607451252169,1.05058610080511,0.92663387274014,0.975855046266185,0.880702999281367,1.08128741709774,0.640550783495163,0.728767491720866,0.0370565878036837,1.92012335410728,81.1112212897398,PTPRG
29,ENSG00000151702.15,-0.996700632170237,-1.0007399441671,-0.992661320173376,0,-0.709568303074861,-1.26115612415887,-0.157980481990853,0.0116916129439111,0.999940390070859,1.81100393334538,129.521151612887,369066.031732827,FLI1,0.930528729741655,0.892279935730313,0.97041711037233,0.000773226351923991,0.920406705887518,0.869636740934819,0.97414065478888,0.00417045695765879,0.35169445583805,0.00590202894027861,1.24196721658136,33.9346164753826,FLI1
30,ENSG00000161835.9,-1.00188968928141,-1.00892243867522,-0.994856939887604,0,-1.10177781213686,-1.5671474991571,-0.636408125116627,3.47940385088604e-06,0.999734376726804,1.27979456863719,61.3573985475205,82824.0678434239,GRASP,0.982121780014116,0.941818545778308,1.02414971026185,0.398778514381612,0.974518909009791,0.911014268344954,1.04245030732937,0.452805201729788,0.522965198676942,0.0118675791685949,1.44785466000819,46.1182285631633,GRASP
31,ENSG00000161940.9,-0.289033338858501,-0.294809538414069,-0.283257139302934,0,-0.449516732240651,-0.979649686861912,0.0806162223806108,0.0965295552452618,0.999864199657249,1.63033834383613,85.8123048560481,162002.536623561,BCL6B,1.00012633152782,0.958414112605512,1.04365395486096,0.995362930512793,0.99658737244324,0.925134121149864,1.07355935556552,0.928241951014652,0.601546765350892,0.0168248078632351,1.58420478824771,55.2135058443533,BCL6B
32,ENSG00000162367.10,-1.34326039306964,-1.3493870314778,-1.33713375466149,0,-1.33768872814556,-1.95481871630131,-0.720558739989815,2.15292301668033e-05,0.999889491817773,2.22992717715774,95.1267769554688,199080.281266581,TAL1,0.96136012049457,0.927361888908831,0.996604769217763,0.0319448663430672,0.960068602609654,0.899556586119538,1.02465118474978,0.219889174786886,0.616462623529611,0.0128543481578402,1.6147160176223,57.3607719864521,TAL1
33,ENSG00000162595.4,-1.52514973511109,-1.53497179545075,-1.51532767477144,0,-1.5474616312548,-2.01641023032253,-1.07851303218707,9.95757133592429e-11,0.999484884391007,1.23437890113096,44.0603197944257,42708.8591685154,DIRAS3,0.998356345426698,0.975946641713379,1.02128062114534,0.887065413073317,0.998200268685055,0.956192348649394,1.04205370165356,0.934554045425996,0.64844851136053,0.00591324030886397,1.68657449840132,62.5797378504686,DIRAS3
34,ENSG00000164330.15,-0.763828865229514,-0.770880280201112,-0.756777450257916,0,-0.906135462446893,-1.50634889280742,-0.30592203208637,0.00308703632008823,0.999837651282713,2.042651580796,78.4829952403247,135510.771921642,EBF1,1.00450074143243,0.968732617093732,1.04158951782324,0.808198147293372,0.998457343987879,0.940588320302129,1.05988671796723,0.959580636758169,0.550887423648516,0.00991093894898389,1.49218404377832,48.9854908511455,EBF1
35,ENSG00000166148.3,-1.58963439574351,-1.60438840595393,-1.57488038553309,0,-1.82468905176977,-2.34912176414026,-1.30025633939928,9.14113502239775e-12,0.99892351188982,1.53576223797951,30.4786257559078,20436.8258153111,AVPR1A,1.00898690232578,0.986244191535663,1.03225405817578,0.441798985668942,1.01447509506981,0.981504758728349,1.0485529584699,0.393921423734382,0.372801650558877,0.00201357145777053,1.26269234216143,35.0766229209683,AVPR1A
36,ENSG00000166265.10,-1.28245999360525,-1.28609247063908,-1.27882751657143,0,-1.15326432648703,-1.71399455868447,-0.592534094289594,5.55177189369331e-05,0.999947062438869,1.85657153125771,137.441547191469,415583.935676465,CYYR1,0.926313646179224,0.889574269643891,0.964570357280389,0.000209760593870027,0.927718347760562,0.850403550242573,1.0120622527106,0.0910469235866826,0.730910770767325,0.0273938531257173,1.92775501961349,81.75726714419,CYYR1
37,ENSG00000168060.13,-1.00131784193131,-1.00499178525383,-0.997643898608794,0,-0.881668004682496,-1.235398376917,-0.527937632447992,1.03332930555983e-06,0.999847511659793,0.708551816724729,80.980728875471,144273.325882456,NAALADL1,0.991994155433585,0.957689003268784,1.02752814437215,0.654412656281586,0.989500430138176,0.935640446132361,1.04646085501217,0.711661158654802,0.505939130513426,0.0078499724419635,1.42268833565116,44.528926208753,NAALADL1
38,ENSG00000169515.5,-0.886900199599169,-0.894526487948383,-0.879273911249954,0,-1.00252641183741,-1.32385158318789,-0.681201240486922,9.65339058154338e-10,0.999256295971914,0.600260480218585,36.6690731742563,29581.6604040972,CCDC8,1.03450589920125,1.01149457312338,1.05804072895569,0.0031189461916376,1.03026229270487,0.993203186162171,1.06870417509532,0.110694547245861,0.515367720301161,0.0033417346706091,1.43646097292727,45.3952427883493,CCDC8
39,ENSG00000172817.3,-0.843689578749446,-0.848879443393533,-0.838499714105358,0,-1.09300144808651,-1.38156907718496,-0.804433818988059,1.1388115215394e-13,0.999599237437104,0.466286863233917,49.9524078557044,54895.347112818,CYP7B1,0.98013867133907,0.956457271683619,1.00440641050622,0.107916847300161,0.981230591187031,0.936580482335948,1.02800932887249,0.425213179602745,0.639948425372529,0.00666608448608896,1.66654729378105,61.1023574129967,CYP7B1
40,ENSG00000172901.18,-0.721901320558919,-0.753488582074868,-0.690314059042969,0,-1.06490225048149,-1.9339877358769,-0.195816765086081,0.0163248633499109,0.998343533841794,4.10003094385505,24.5702013896238,13281.2855191867,LVRN,1.03676907236614,1.01760929764074,1.05628959160163,0.000148154766729397,1.03817065932849,1.01373751017041,1.06319269739696,0.0020506005678007,0.275092120192261,0.00081992826429527,1.17451505971234,30.348683760804,LVRN
41,ENSG00000174697.4,-4.60724048442202,-4.74301132779214,-4.4714696410519,0,-1.27937565830445,-3.36664655788438,0.80789524127547,0.229617818641372,0.993224724487978,22.473018866382,12.1488877639067,3247.10042580004,LEP,1.01117902728803,1.0006519948476,1.0218168059345,0.0373395363679521,1.01117902728803,1.0006519948476,1.0218168059345,0.0373395363679521,0,0,1,21.9821563870435,LEP
42,ENSG00000176435.6,-0.537690627431531,-0.542924727983517,-0.532456526879544,0,-0.722150782061162,-1.33331945084983,-0.11098211327249,0.0205651587293798,0.999918874088876,2.17714636173444,111.024852865994,271183.394986144,CLEC14A,0.938422307841481,0.899838338593735,0.978660710579177,0.00300800461280299,0.954219547991154,0.877349150651009,1.03782507237034,0.274147383231869,0.681332567558711,0.0232981272712128,1.77145922133344,69.0374910026404,CLEC14A
43,ENSG00000177098.7,-2.43683133379072,-2.44236018120279,-2.43130248637865,0,-1.22724946202633,-1.92120123207158,-0.533297691981079,0.000527901240921111,0.999897775705793,2.84883528256661,98.9060686303213,215213.029061928,SCN4B,0.964642985641948,0.938525978823845,0.991486768341088,0.0101558769776649,0.960946407207258,0.912020954736247,1.01249647031585,0.135133596437046,0.649335897250716,0.00860189945883297,1.68870716147009,62.7381012984081,SCN4B
44,ENSG00000182255.6,-5.42878025547651,-5.4931265172449,-5.36443399370811,0,-4.13675623300364,-5.42255608383948,-2.85095638216779,2.86858090120058e-10,0.996701888905221,8.38823412778806,17.4127497989063,6670.48482230482,KCNA4,1.00643252050279,0.995794860089596,1.01718381859741,0.236933688724155,1.00905216956296,0.992657689224715,1.02571741694254,0.28093683522748,0.470821395208529,0.000622840549271405,1.37467128688017,41.5738652334014,KCNA4
45,ENSG00000187800.12,-1.27566314539862,-1.28049642326023,-1.270829867537,0,-0.892176776365984,-1.41156537640287,-0.372788176329098,0.000760687501531167,0.999900465237697,1.56200496388105,100.23343368137,221028.307006267,PEAR1,1.04198372535906,1.00258597993201,1.08292964957157,0.0365018499204212,1.04824258496869,0.97766428530903,1.12391598369016,0.185237723480527,0.621153456261419,0.0149601210273978,1.62468187411379,58.0710062256259,PEAR1
46,ENSG00000187824.7,-1.56871783098312,-1.57116254954357,-1.56627311242266,0,-1.64245943263874,-2.04136007453324,-1.24355879074424,7.0250330311516e-16,0.999957897571697,0.951481289422602,154.115538291157,522535.181141006,TMEM220,0.898043657497984,0.865687468377047,0.931609201048403,9.25653186526667e-09,0.886210353085103,0.817820463434711,0.960319318272869,0.00319744934538122,0.743731120822069,0.0241122122115236,1.97538642649927,85.8473337479464,TMEM220
47,ENSG00000189134.3,-2.0791466340473,-2.08677278497198,-2.07152048312262,0,-2.40051734084072,-2.82252102293559,-1.97851365874585,7.23992538090063e-29,0.999588749251153,0.99016892689353,49.3113223765713,53495.343319575,NKAPL,0.996205089810487,0.979430816065168,1.01326664904353,0.660783698651013,0.991902100583688,0.964843194668377,1.01971987010853,0.564499733065559,0.537920343497695,0.00207675460030724,1.47109790040545,47.6108387167014,NKAPL
48,ENSG00000196126.9,-0.334663024047262,-0.341356072009317,-0.327969976085208,0,-0.190810719818891,-0.754527474801476,0.372906035163693,0.50706027238172,0.999833100866388,1.89381566989384,77.4057029328665,131816.142623686,HLA-DRB1,0.945499941554295,0.91873513046518,0.973044471507837,0.000130759511037363,0.944551690682899,0.907647644412162,0.982956218599281,0.00502580791205117,0.370093824104886,0.00300516243576044,1.25997540246412,34.9258363259217,HLA-DRB1
49,ENSG00000198483.11,-1.29374313193213,-1.30046036782708,-1.28702589603719,0,-1.19635541370916,-1.60801194776401,-0.78469887965432,1.22619606918685e-08,0.999641281005699,0.92187057923054,52.7986493994967,61329.3423250414,ANKRD35,0.99336797405906,0.968222918683165,1.0191660544746,0.610979974595027,1.00192898931318,0.958232637385772,1.04761793792043,0.93249668393259,0.571218059223114,0.00546572295937574,1.52715021331204,51.3081310284184,ANKRD35
50,ENSG00000204084.11,-0.284926718358114,-0.286028789289105,-0.283824647427124,0,-0.358458593143373,-0.53086152185151,-0.186055664435237,4.59868312605007e-05,0.99995065156171,0.175071299498669,142.351908266442,445809.447316146,INPP5B,0.933863004993947,0.866602495073815,1.00634387398347,0.0727892337317936,0.923381618427095,0.814078441395369,1.04736051207496,0.21494167518924,0.530768309545462,0.0398358102661032,1.45984360703024,46.8851538537154,INPP5B
51,ENSG00000235568.5,-0.193201099090531,-0.200891003226753,-0.185511194954308,0,0.10655340808405,-0.443515447597429,0.656622263765529,0.70419552096512,0.999783738183438,1.79222323962301,68.0001822481597,101728.545287225,NFAM1,0.949758766045933,0.918324954930374,0.982268541041101,0.0026838718673694,0.947846728692456,0.906180053564395,0.991429261281072,0.0195305545246375,0.323510628684835,0.00336906021481554,1.2158206384504,32.5208361474028,NFAM1
